;model_output_id;model_id;image_group_id;image_id_1;image_id_1_species_name;image_id_1_conf;image_id_1_count;image_id_1_blank;image_id_1_detectable;image_id_2;image_id_2_species_name;image_id_2_conf;image_id_2_count;image_id_2_blank;image_id_2_detectable;image_id_3;image_id_3_species_name;image_id_3_conf;image_id_3_count;image_id_3_blank;image_id_3_detectable;load_date;image_id_1_bbox;image_id_2_bbox;image_id_3_bbox
660;5659;5;SSWI000000004834678;A;;;1;False;False;B;;;1;False;False;C;;;1;False;False;2021-11-10;0.4967,0.8726,0.08834,0.1715;0.5852,0.9413,0.1288,0.1145;0.6482,0.9542,0.1497,0.08791
661;5660;5;SSWI000000020300720;B;;;2;False;False;C;;;2;False;False;A;;;1;False;False;2021-11-10;"0.2058,0.9627,0.1581,0.0728;0.2599,0.9604,0.2605,0.0748";"0.2032,0.9638,0.1503,0.0692;0.2485,0.9623,0.2387,0.07534";0.181,0.9551,0.1217,0.08875
662;5661;5;SSWI000000020143689;C;;;1;False;False;B;;;1;False;False;A;;;1;False;False;2021-11-10;0.1184,0.4638,0.2352,0.5578;0.1182,0.46,0.2363,0.5575;0.1199,0.4639,0.238,0.5555
663;5662;5;SSWI000000015749707;C;;;0;True;False;B;;;0;True;False;A;;;3;False;False;2021-11-10;;;"0.3391,0.6455,0.1748,0.1378;0.3574,0.6298,0.1402,0.09962;0.2836,0.6529,0.2739,0.1545"
664;5663;5;SSWI000000018771025;B;;;1;False;False;A;;;1;False;False;C;;;1;False;False;2021-11-10;0.7802,0.3815,0.4393,0.4645;0.8258,0.3792,0.345,0.4462;0.7745,0.3834,0.4427,0.4592
665;5664;5;SSWI000000015299510;B;;;1;False;False;A;;;2;False;False;C;;;0;True;False;2021-11-10;0.1768,0.5986,0.1132,0.07104;"0.8492,0.6656,0.1375,0.08085;0.9632,0.6678,0.07345,0.08659";
666;5665;5;SSWI000000022179110;C;;;1;False;False;A;;;1;False;False;B;;;2;False;False;2021-11-10;0.7438,0.5746,0.1782,0.1569;0.8667,0.6492,0.1519,0.1733;"0.732,0.5823,0.1513,0.1418;0.8449,0.5464,0.05292,0.09732"
667;5666;5;SSWI000000020301709;B;;;1;False;False;A;;;1;False;False;C;;;1;False;False;2021-11-10;0.8769,0.904,0.1186,0.1606;0.8764,0.904,0.1183,0.1712;0.8769,0.9064,0.1118,0.1624
668;5667;5;SSWI000000005249537;B;;;1;False;False;A;;;1;False;False;C;;;1;False;False;2021-11-10;0.2694,0.8841,0.2772,0.2161;0.4325,0.8187,0.1787,0.1881;0.1114,0.9197,0.2191,0.1515
669;5668;5;SSWI000000020504133;C;;;0;True;False;B;;;0;True;False;A;;;0;True;False;2021-11-10;;;
670;5669;5;SSWI000000018771093;B;;;1;False;False;A;;;1;False;False;C;;;1;False;False;2021-11-10;0.3224,0.4994,0.6447,0.9987;0.4506,0.5,0.7817,1.0;0.2702,0.5,0.5403,1.0
671;5670;5;SSWI000000020153207;C;;;2;False;False;B;;;3;False;False;A;;;3;False;False;2021-11-10;"0.2152,0.7505,0.1414,0.07089;0.2615,0.7537,0.2384,0.09167";"0.2273,0.7478,0.1383,0.06683;0.5414,0.7016,0.1784,0.05527;0.2853,0.746,0.2599,0.08448";"0.2402,0.7315,0.1281,0.0834;0.2772,0.7371,0.188,0.07747;0.546,0.702,0.1716,0.056"
672;5671;5;SSWI000000013385289;C;;;1;False;False;A;;;1;False;False;B;;;1;False;False;2021-11-10;0.666,0.5469,0.2782,0.4726;0.5473,0.5191,0.2224,0.3819;0.5986,0.5395,0.2735,0.4178
673;5672;5;SSWI000000021871606;C;;;2;False;False;A;;;2;False;False;B;;;3;False;False;2021-11-10;"0.403,0.5633,0.3942,0.3916;0.7861,0.7182,0.4262,0.4986";"0.7947,0.6251,0.4084,0.328;0.4645,0.6309,0.3352,0.4693";"0.7219,0.7057,0.5545,0.5246;0.466,0.5848,0.4616,0.3645;0.0368,0.5031,0.07327,0.03982"
674;5673;5;SSWI000000009432559;C;;;1;False;False;B;;;1;False;False;A;;;1;False;False;2021-11-10;0.6145,0.3787,0.607,0.5552;0.5663,0.3953,0.56,0.5432;0.2833,0.3896,0.4624,0.4178
675;5674;5;SSWI000000019157769;C;;;2;False;False;B;;;3;False;False;A;;;2;False;False;2021-11-10;"0.5271,0.6305,0.04319,0.04288;0.7008,0.5701,0.06458,0.07621";"0.7194,0.563,0.09542,0.07336;0.6832,0.5671,0.1763,0.07841;0.8814,0.5365,0.08459,0.06106";"0.8373,0.5509,0.1632,0.08808;0.9863,0.4823,0.02699,0.04404"
676;5675;5;SSWI000000020504757;A;;;1;False;False;B;;;2;False;False;C;;;3;False;False;2021-11-10;0.193,0.7331,0.06326,0.101;"0.983,0.5579,0.02923,0.04957;0.1929,0.7335,0.06034,0.0968";"0.9824,0.5496,0.03033,0.04729;0.9798,0.548,0.03918,0.06951;0.1935,0.7324,0.06347,0.09874"
677;5676;5;SSWI000000012047293;C;;;1;False;False;B;;;1;False;False;A;;;1;False;False;2021-11-10;0.2812,0.7223,0.1272,0.1645;0.4286,0.752,0.1698,0.1511;0.8337,0.7736,0.2903,0.2062
678;5677;5;SSWI000000015020852;A;;;0;True;False;B;;;0;True;False;C;;;0;True;False;2021-11-10;;;
679;5678;5;SSWI000000020163271;A;;;1;False;False;C;;;0;True;False;B;;;0;True;False;2021-11-10;0.7374,0.8472,0.3752,0.1877;;
680;5679;5;SSWI000000018743838;B;;;3;False;False;A;;;3;False;False;C;;;3;False;False;2021-11-10;"0.9068,0.7899,0.1834,0.3344;0.3695,0.5222,0.1439,0.1334;0.3902,0.4191,0.05839,0.1238";"0.3875,0.4216,0.05749,0.1283;0.6402,0.5687,0.07127,0.1494;0.9693,0.8321,0.06004,0.2635";"0.8812,0.7717,0.1723,0.3536;0.1454,0.5132,0.1459,0.1152;0.3919,0.4209,0.06081,0.1273"
681;5680;5;SSWI000000021006003;A;;;1;False;False;C;;;1;False;False;B;;;1;False;False;2021-11-10;0.1921,0.7919,0.3772,0.3995;0.9135,0.655,0.09727,0.1498;0.7694,0.668,0.1466,0.1781
682;5681;5;SSWI000000004332536;B;;;1;False;False;A;;;1;False;False;C;;;1;False;False;2021-11-10;0.6708,0.8969,0.1929,0.2017;0.4228,0.754,0.1014,0.1813;0.8224,0.9263,0.3172,0.1424
683;5682;5;SSWI000000017866391;A;;;1;False;False;B;;;1;False;False;C;;;1;False;False;2021-11-10;0.9222,0.5839,0.1513,0.2046;0.6762,0.5664,0.2808,0.2066;0.5373,0.5664,0.2861,0.2128
684;5683;5;SSWI000000022455349;B;;;1;False;False;C;;;1;False;False;A;;;1;False;False;2021-11-10;0.6231,0.6277,0.1186,0.0998;0.6938,0.6117,0.08837,0.08233;0.3345,0.7064,0.2285,0.1688
685;5684;5;SSWI000000006563329;A;;;1;False;False;C;;;1;False;False;B;;;2;False;False;2021-11-10;0.8514,0.7547,0.2412,0.161;0.5278,0.7143,0.1662,0.1464;"0.5835,0.7316,0.1587,0.1692;0.6088,0.7556,0.201,0.2165"
686;5685;5;SSWI000000006487171;A;;;0;True;False;B;;;0;True;False;C;;;2;False;False;2021-11-10;;;"0.278,0.518,0.07686,0.04231;0.2651,0.5202,0.1083,0.05066"
687;5686;5;SSWI000000020300027;A;;;1;False;False;B;;;1;False;False;C;;;1;False;False;2021-11-10;0.0458,0.7918,0.09149,0.4006;0.3721,0.7226,0.7354,0.5491;0.5838,0.7384,0.8321,0.5231
688;5687;5;SSWI000000021357146;B;;;1;False;False;A;;;1;False;False;C;;;1;False;False;2021-11-10;0.8175,0.5869,0.1104,0.1903;0.9501,0.5926,0.09967,0.0885;0.816,0.5848,0.113,0.1999
689;5688;5;SSWI000000015225060;A;;;1;False;False;B;;;1;False;False;C;;;1;False;False;2021-11-10;0.1234,0.5557,0.2417,0.1549;0.3721,0.5607,0.2846,0.2271;0.4445,0.5592,0.2144,0.2228
690;5689;5;SSWI000000020301661;A;;;1;False;False;C;;;0;True;False;B;;;1;False;False;2021-11-10;0.0852,0.8672,0.1089,0.142;;0.1113,0.8267,0.04491,0.06295
691;5690;5;SSWI000000004068822;B;;;1;False;False;A;;;1;False;False;C;;;1;False;False;2021-11-10;0.4911,0.8165,0.1775,0.2508;0.908,0.9372,0.1825,0.1122;0.4152,0.7517,0.145,0.1967
692;5691;5;SSWI000000020299970;A;;;1;False;False;B;;;1;False;False;C;;;1;False;False;2021-11-10;0.5283,0.4876,0.9001,0.9737;0.5315,0.4945,0.9343,0.9891;0.5106,0.4973,0.9788,0.9945
693;5692;5;SSWI000000019013945;A;;;3;False;False;C;;;2;False;False;B;;;2;False;False;2021-11-10;"0.9498,0.5252,0.08983,0.1301;0.9589,0.7612,0.07843,0.4657;0.5185,0.4558,0.09894,0.0631";"0.958,0.5421,0.08392,0.1445;0.5264,0.4546,0.08575,0.06189";"0.9547,0.5359,0.09043,0.1481;0.5241,0.4547,0.09436,0.06184"
694;5737;5;SSWI000000020162820;C;;;1;False;False;B;;;1;False;False;A;;;1;False;False;2021-11-10;0.6937,0.7794,0.4499,0.441;0.6861,0.7799,0.441,0.44;0.713,0.7772,0.4955,0.4442
695;5693;5;SSWI000000009231455;B;;;1;False;False;A;;;4;False;False;C;;;1;False;False;2021-11-10;0.4742,0.6247,0.1977,0.05856;"0.6426,0.63,0.1426,0.0476;0.6286,0.6392,0.1743,0.06594;0.601,0.6507,0.2448,0.09784;0.653,0.6292,0.09967,0.03761";0.318,0.6074,0.2607,0.07671
696;5694;5;SSWI000000020365893;B;;;1;False;False;C;;;1;False;False;A;;;1;False;False;2021-11-10;0.6918,0.7288,0.2039,0.2659;0.6974,0.7532,0.1897,0.2081;0.6781,0.7428,0.2358,0.2438
697;5695;5;SSWI000000019522079;B;;;1;False;False;A;;;1;False;False;C;;;0;True;False;2021-11-10;0.5228,0.7039,0.2203,0.2097;0.5232,0.7008,0.2204,0.2033;
698;5696;5;SSWI000000005446574;A;;;1;False;False;B;;;1;False;False;C;;;1;False;False;2021-11-10;0.8668,0.5258,0.2663,0.6265;0.5734,0.6104,0.8483,0.7652;0.4975,0.6138,0.9915,0.7723
699;5697;5;SSWI000000019649283;C;;;1;False;False;A;;;2;False;False;B;;;1;False;False;2021-11-10;0.1956,0.8465,0.3148,0.1748;"0.9765,0.6452,0.04262,0.1255;0.1938,0.8569,0.3258,0.1932";0.2708,0.8685,0.1836,0.1552
700;5698;5;SSWI000000020163448;A;;;3;False;False;C;;;1;False;False;B;;;1;False;False;2021-11-10;"0.3446,0.6868,0.3868,0.3013;0.3662,0.7054,0.3383,0.2063;0.3024,0.7445,0.433,0.317";0.8518,0.8094,0.2885,0.3309;0.763,0.8175,0.4721,0.3411
701;5699;5;SSWI000000020280621;A;;;1;False;False;B;;;1;False;False;C;;;1;False;False;2021-11-10;0.4024,0.5425,0.07261,0.1402;0.3964,0.5391,0.09035,0.1407;0.3968,0.5381,0.08673,0.1338
702;5700;5;SSWI000000017387121;B;;;0;True;False;A;;;4;False;False;C;;;0;True;False;2021-11-10;;"0.9246,0.4844,0.1386,0.9683;0.9232,0.2177,0.1531,0.4353;0.9194,0.5002,0.158,0.9813;0.9543,0.833,0.08888,0.33";
703;5701;5;SSWI000000020233876;A;;;2;False;False;B;;;0;True;False;C;;;0;True;False;2021-11-10;"0.5912,0.6631,0.1009,0.09521;0.5987,0.6625,0.1494,0.1169";;
704;5702;5;SSWI000000019326643;A;;;1;False;False;C;;;1;False;False;B;;;1;False;False;2021-11-10;0.3376,0.8781,0.296,0.2421;0.7245,0.9052,0.3252,0.1814;0.5787,0.8946,0.3393,0.2038
705;5703;5;SSWI000000012391611;B;;;0;True;False;C;;;1;False;False;A;;;1;False;False;2021-11-10;;0.9877,0.7348,0.01994,0.08271;0.8282,0.6748,0.3365,0.2905
706;5704;5;SSWI000000019194320;B;;;0;True;False;C;;;0;True;False;A;;;1;False;False;2021-11-10;;;0.2863,0.5671,0.5121,0.3606
707;5705;5;SSWI000000020300028;B;;;0;True;False;A;;;1;False;False;C;;;1;False;False;2021-11-10;;0.938,0.9562,0.1206,0.08318;0.4973,0.5287,0.9789,0.9225
708;5706;5;SSWI000000019306588;A;;;1;False;False;B;;;2;False;False;C;;;2;False;False;2021-11-10;0.8877,0.4811,0.07717,0.06868;"0.8934,0.4806,0.06954,0.0746;0.8898,0.4623,0.07736,0.1067";"0.8959,0.4785,0.05796,0.08923;0.864,0.5433,0.0468,0.03733"
709;5707;5;SSWI000000015362155;C;;;1;False;False;A;;;1;False;False;B;;;1;False;False;2021-11-10;0.5952,0.624,0.116,0.1224;0.5155,0.6013,0.09303,0.1158;0.5746,0.6213,0.1147,0.1241
710;5708;5;SSWI000000021459207;C;;;0;True;False;A;;;1;False;False;B;;;0;True;False;2021-11-10;;0.9392,0.7492,0.1211,0.1124;
711;5709;5;SSWI000000016952827;B;;;1;False;False;A;;;1;False;False;C;;;1;False;False;2021-11-10;0.5162,0.7072,0.2487,0.1744;0.12,0.6249,0.2375,0.1916;0.5646,0.7163,0.2217,0.1569
712;5710;5;SSWI000000011808243;B;;;0;True;False;A;;;2;False;False;C;;;0;True;False;2021-11-10;;"0.668,0.7571,0.3792,0.1805;0.96,0.6142,0.03222,0.0795";
713;5711;5;SSWI000000020130652;C;;;1;False;False;A;;;1;False;False;B;;;1;False;False;2021-11-10;0.4952,0.6401,0.1314,0.1609;0.4316,0.6687,0.1778,0.1144;0.4976,0.6337,0.1276,0.1678
714;5712;5;SSWI000000020504172;C;;;1;False;False;A;;;1;False;False;B;;;1;False;False;2021-11-10;0.4995,0.4999,0.9835,0.9998;0.6545,0.5,0.6864,1.0;0.5219,0.5,0.9328,1.0
715;5713;5;SSWI000000012766328;C;;;1;False;False;B;;;1;False;False;A;;;1;False;False;2021-11-10;0.8171,0.7156,0.1666,0.1171;0.7567,0.7157,0.1769,0.1165;0.3085,0.6557,0.1468,0.07116
716;5714;5;SSWI000000007936105;B;;;0;True;False;C;;;0;True;False;A;;;1;False;False;2021-11-10;;;0.8554,0.69,0.2889,0.393
717;5715;5;SSWI000000020297650;B;;;0;True;False;A;;;1;False;False;C;;;0;True;False;2021-11-10;;0.3149,0.7369,0.6298,0.5233;
718;5716;5;SSWI000000020364673;A;;;3;False;False;C;;;2;False;False;B;;;3;False;False;2021-11-10;"0.542,0.7516,0.1796,0.2961;0.2874,0.8613,0.5641,0.2625;0.4975,0.7494,0.0917,0.2271";"0.5374,0.7596,0.1823,0.3041;0.2877,0.8584,0.5551,0.2658";"0.5366,0.7543,0.1766,0.2963;0.2913,0.8672,0.5666,0.2454;0.5106,0.7434,0.1178,0.2283"
719;5717;5;SSWI000000010638015;A;;;2;False;False;C;;;2;False;False;B;;;2;False;False;2021-11-10;"0.4803,0.7298,0.1039,0.1152;0.455,0.7296,0.1562,0.1306";"0.4841,0.7186,0.1104,0.108;0.4569,0.7225,0.1645,0.1234";"0.485,0.7434,0.1119,0.1514;0.4547,0.7512,0.1839,0.1827"
720;5718;5;SSWI000000021269107;A;;;1;False;False;B;;;1;False;False;C;;;1;False;False;2021-11-10;0.897,0.6337,0.1995,0.2986;0.5146,0.6587,0.3869,0.2869;0.3532,0.6554,0.3454,0.2845
721;5719;5;SSWI000000020912450;C;;;1;False;False;A;;;2;False;False;B;;;1;False;False;2021-11-10;0.4182,0.801,0.8042,0.3811;"0.4172,0.7968,0.8256,0.3904;0.1046,0.6013,0.2091,0.06392";0.4296,0.7756,0.8471,0.4405
722;5720;5;SSWI000000023514155;C;;;2;False;False;B;;;1;False;False;A;;;1;False;False;2021-11-10;"0.6121,0.5026,0.0907,0.08038;0.8499,0.6049,0.02705,0.05129";0.6836,0.5465,0.1399,0.1251;0.8724,0.622,0.1378,0.2855
723;5721;5;SSWI000000012748622;B;;;2;False;False;A;;;1;False;False;C;;;0;True;False;2021-11-10;"0.9653,0.6546,0.06927,0.6159;0.9658,0.6483,0.06773,0.6458";0.6731,0.5,0.6498,1.0;
724;5722;5;SSWI000000021662616;C;;;1;False;False;A;;;1;False;False;B;;;1;False;False;2021-11-10;0.147,0.6172,0.2128,0.1744;0.0974,0.6115,0.1783,0.1697;0.1523,0.6163,0.2087,0.173
725;5723;5;SSWI000000019521649;B;;;2;False;False;A;;;0;True;False;C;;;1;False;False;2021-11-10;"0.644,0.683,0.0832,0.05908;0.6266,0.6837,0.13,0.06333";;0.6259,0.6894,0.1356,0.0617
726;5724;5;SSWI000000020301722;C;;;2;False;False;A;;;2;False;False;B;;;2;False;False;2021-11-10;"0.1801,0.7818,0.06454,0.1058;0.1786,0.8079,0.07229,0.1445";"0.1776,0.7825,0.06649,0.09289;0.1796,0.8083,0.0718,0.1379";"0.1801,0.7796,0.06578,0.09881;0.1816,0.8041,0.0718,0.134"
727;5725;5;SSWI000000019828152;C;;;2;False;False;B;;;1;False;False;A;;;2;False;False;2021-11-10;"0.4509,0.5,0.8882,1.0;0.2686,0.5,0.5373,1.0";0.4769,0.4985,0.9303,0.9969;"0.5167,0.5401,0.8679,0.8811;0.6344,0.6301,0.7133,0.7395"
728;5726;5;SSWI000000020301683;C;;;1;False;False;A;;;0;True;False;B;;;0;True;False;2021-11-10;0.9263,0.7193,0.1018,0.06451;;
729;5727;5;SSWI000000020301656;B;;;0;True;False;C;;;0;True;False;A;;;1;False;False;2021-11-10;;;0.105,0.8688,0.04512,0.07119
730;5728;5;SSWI000000020365905;A;;;1;False;False;B;;;1;False;False;C;;;1;False;False;2021-11-10;0.1239,0.9007,0.214,0.1148;0.3716,0.9031,0.1545,0.1238;0.3651,0.9039,0.1205,0.1318
731;5729;5;SSWI000000010753413;C;;;1;False;False;B;;;1;False;False;A;;;1;False;False;2021-11-10;0.5869,0.8853,0.2081,0.2063;0.5999,0.8888,0.2187,0.2087;0.6974,0.9069,0.2614,0.182
732;5730;5;SSWI000000020163166;B;;;0;True;False;C;;;0;True;False;A;;;2;False;False;2021-11-10;;;"0.3624,0.6673,0.2574,0.1427;0.4187,0.6361,0.1331,0.07925"
733;5731;5;SSWI000000008180958;A;;;1;False;False;C;;;1;False;False;B;;;1;False;False;2021-11-10;0.4003,0.5,0.8007,1.0;0.3947,0.4979,0.7895,0.9958;0.395,0.5,0.7899,1.0
734;5732;5;SSWI000000019949311;C;;;1;False;False;B;;;1;False;False;A;;;1;False;False;2021-11-10;0.2137,0.4799,0.2332,0.2011;0.3015,0.4987,0.2446,0.1982;0.8648,0.5602,0.2653,0.2273
735;5733;5;SSWI000000010032428;C;;;0;True;False;A;;;1;False;False;B;;;1;False;False;2021-11-10;;0.5787,0.6584,0.1558,0.09818;0.7763,0.6417,0.1563,0.09205
736;5734;5;SSWI000000020300637;B;;;0;True;False;A;;;1;False;False;C;;;0;True;False;2021-11-10;;0.3198,0.9053,0.6396,0.1855;
737;5735;5;SSWI000000021125738;A;;;1;False;False;B;;;1;False;False;C;;;1;False;False;2021-11-10;0.2419,0.7767,0.3419,0.3086;0.1548,0.8592,0.3096,0.268;0.0882,0.879,0.1763,0.2318
738;5736;5;SSWI000000017122735;A;;;2;False;False;B;;;0;True;False;C;;;0;True;False;2021-11-10;"0.3014,0.7875,0.1429,0.1212;0.2659,0.8009,0.2156,0.1489";;
739;5739;5;SSWI000000019174804;A;;;3;False;False;B;;;3;False;False;C;;;3;False;False;2021-11-10;"0.1977,0.5423,0.3954,0.3796;0.8911,0.6512,0.2153,0.3556;0.4115,0.6682,0.2699,0.3711";"0.2905,0.558,0.4186,0.3743;0.4076,0.6357,0.2731,0.4379;0.8918,0.6519,0.2146,0.3547";"0.3194,0.5493,0.4573,0.4092;0.4156,0.6376,0.2686,0.4324;0.8916,0.6516,0.214,0.3557"
740;5740;5;SSWI000000017866268;A;;;1;False;False;B;;;1;False;False;C;;;1;False;False;2021-11-10;0.8308,0.6905,0.3382,0.4129;0.2018,0.601,0.2186,0.2311;0.0781,0.5691,0.1563,0.2059
741;5741;5;SSWI000000020162592;C;;;0;True;False;A;;;1;False;False;B;;;1;False;False;2021-11-10;;0.5433,0.7835,0.4209,0.4327;0.8956,0.7946,0.2068,0.4048
742;5742;5;SSWI000000020364701;A;;;3;False;False;B;;;4;False;False;C;;;4;False;False;2021-11-10;"0.2751,0.8775,0.5432,0.229;0.2761,0.787,0.5522,0.3898;0.1148,0.7162,0.2242,0.2265";"0.1463,0.728,0.2827,0.2282;0.273,0.8807,0.546,0.2198;0.2756,0.8038,0.5512,0.3633;0.218,0.74,0.4296,0.2814";"0.1536,0.7271,0.2915,0.229;0.2757,0.8818,0.54,0.209;0.2671,0.8156,0.5343,0.3223;0.206,0.7567,0.3869,0.2788"
743;5743;5;SSWI000000011324998;C;;;0;True;False;A;;;3;False;False;B;;;0;True;False;2021-11-10;;"0.4683,0.8431,0.1918,0.1916;0.4573,0.8357,0.1629,0.1281;0.4383,0.8428,0.2677,0.2721";
744;5744;5;SSWI000000020162757;B;;;2;False;False;C;;;1;False;False;A;;;0;True;False;2021-11-10;"0.8787,0.8103,0.2339,0.3793;0.8665,0.8798,0.2033,0.2402";0.8415,0.8964,0.1346,0.2025;
745;5745;5;SSWI000000019828068;A;;;0;True;False;C;;;0;True;False;B;;;0;True;False;2021-11-10;;;
746;5746;5;SSWI000000018802363;B;;;2;False;False;C;;;2;False;False;A;;;0;True;False;2021-11-10;"0.9175,0.9566,0.1454,0.07285;0.1037,0.965,0.1728,0.05787";"0.2242,0.9066,0.2798,0.1637;0.5048,0.9048,0.9178,0.1656";
747;5747;5;SSWI000000011771292;B;;;4;False;False;C;;;3;False;False;A;;;3;False;False;2021-11-10;"0.736,0.4812,0.5277,0.9624;0.5524,0.476,0.8912,0.9521;0.8244,0.4836,0.3445,0.8784;0.8106,0.6123,0.3347,0.5018";"0.5915,0.4758,0.8158,0.9515;0.7718,0.4857,0.4562,0.9713;0.8199,0.5581,0.3402,0.6648";"0.7664,0.4659,0.4671,0.9318;0.57,0.475,0.8527,0.9313;0.82,0.5243,0.3509,0.7111"
748;5748;5;SSWI000000008599486;C;;;2;False;False;A;;;1;False;False;B;;;2;False;False;2021-11-10;"0.7939,0.6315,0.0623,0.1212;0.7945,0.6031,0.06833,0.1947";0.8659,0.6963,0.1303,0.1371;"0.8023,0.6627,0.06206,0.1225;0.8019,0.6452,0.07465,0.1808"
749;5749;5;SSWI000000018802359;B;;;1;False;False;C;;;1;False;False;A;;;2;False;False;2021-11-10;0.4941,0.8271,0.05827,0.07575;0.5082,0.8288,0.06001,0.07525;"0.9282,0.9262,0.1423,0.1433;0.4245,0.8262,0.06119,0.05033"
750;5750;5;SSWI000000020302117;C;;;1;False;False;A;;;1;False;False;B;;;1;False;False;2021-11-10;0.5086,0.8626,0.0547,0.07938;0.5064,0.8626,0.05512,0.08221;0.5081,0.8614,0.05267,0.08031
751;5751;5;SSWI000000016011626;C;;;0;True;False;A;;;1;False;False;B;;;0;True;False;2021-11-10;;0.5797,0.6413,0.09534,0.1552;
752;5752;5;SSWI000000016739007;A;;;1;False;False;C;;;2;False;False;B;;;1;False;False;2021-11-10;0.1578,0.5858,0.3155,0.3287;"0.9286,0.4964,0.1173,0.207;0.9601,0.487,0.05084,0.1644";0.7751,0.5379,0.1958,0.2358
753;5753;5;SSWI000000023047693;C;;;0;True;False;B;;;0;True;False;A;;;1;False;False;2021-11-10;;;0.7634,0.5899,0.1381,0.1358
754;5754;5;SSWI000000011237742;B;;;0;True;False;A;;;1;False;False;C;;;0;True;False;2021-11-10;;0.5537,0.785,0.2178,0.157;
755;5755;5;SSWI000000019819399;B;;;5;False;False;C;;;6;False;False;A;;;4;False;False;2021-11-10;"0.1208,0.8294,0.1247,0.2069;0.6613,0.6086,0.1776,0.1449;0.6128,0.591,0.07586,0.1131;0.0983,0.846,0.09775,0.1844;0.6421,0.599,0.1225,0.1253";"0.6143,0.5902,0.07628,0.1113;0.5396,0.6132,0.2472,0.1501;0.6653,0.6099,0.1771,0.1499;0.1341,0.8522,0.1195,0.1898;0.7572,0.6133,0.4113,0.193;0.6332,0.5964,0.1009,0.122";"0.0832,0.8714,0.1404,0.1953;0.614,0.5889,0.07226,0.1109;0.1123,0.8706,0.2061,0.2271;0.5554,0.6094,0.1935,0.1508"
756;5756;5;SSWI000000019828090;B;;;2;False;False;C;;;1;False;False;A;;;0;True;False;2021-11-10;"0.2166,0.7947,0.4328,0.4031;0.4757,0.7961,0.9514,0.4044";0.4497,0.5739,0.8803,0.829;
757;5757;5;SSWI000000020506896;A;;;1;False;False;B;;;1;False;False;C;;;1;False;False;2021-11-10;0.6433,0.4645,0.09883,0.08359;0.6914,0.4511,0.06066,0.0956;0.6796,0.4524,0.07856,0.0971
758;5758;5;SSWI000000017971537;A;;;1;False;False;C;;;1;False;False;B;;;1;False;False;2021-11-10;0.9038,0.6627,0.1922,0.2009;0.1789,0.6613,0.3573,0.2483;0.5423,0.642,0.3249,0.2343
759;5759;5;SSWI000000005446478;A;;;1;False;False;C;;;1;False;False;B;;;1;False;False;2021-11-10;0.4203,0.5148,0.2236,0.3762;0.4481,0.5158,0.2447,0.3785;0.4436,0.5171,0.2343,0.3863
760;5760;5;SSWI000000020301498;C;;;1;False;False;B;;;1;False;False;A;;;1;False;False;2021-11-10;0.2288,0.9272,0.1084,0.1212;0.2307,0.9276,0.1081,0.1153;0.2293,0.9236,0.1087,0.1322
761;5761;5;SSWI000000011042114;A;;;0;True;False;C;;;0;True;False;B;;;0;True;False;2021-11-10;;;
762;5762;5;SSWI000000015207162;B;;;0;True;False;C;;;0;True;False;A;;;0;True;False;2021-11-10;;;
763;5763;5;SSWI000000020459288;A;;;1;False;False;C;;;1;False;False;B;;;1;False;False;2021-11-10;0.6873,0.722,0.2703,0.3971;0.7363,0.7006,0.2997,0.3663;0.7312,0.7192,0.3118,0.4007
764;5764;5;SSWI000000020153102;C;;;1;False;False;A;;;0;True;False;B;;;0;True;False;2021-11-10;0.5374,0.5134,0.1062,0.0862;;
765;5765;5;SSWI000000019521971;C;;;1;False;False;A;;;0;True;False;B;;;1;False;False;2021-11-10;0.6132,0.7017,0.1271,0.118;;0.5809,0.7047,0.1007,0.111
766;5766;5;SSWI000000021105951;B;;;1;False;False;C;;;1;False;False;A;;;1;False;False;2021-11-10;0.2843,0.507,0.1117,0.08071;0.1556,0.5188,0.1307,0.07431;0.6121,0.4876,0.1327,0.08893
767;5767;5;SSWI000000020670049;B;;;2;False;False;A;;;2;False;False;C;;;2;False;False;2021-11-10;"0.187,0.7068,0.1301,0.1051;0.5295,0.6551,0.05577,0.06196";"0.3818,0.7192,0.131,0.08346;0.5316,0.6542,0.05574,0.05835";"0.1543,0.6992,0.1149,0.1214;0.523,0.6578,0.05076,0.0572"
768;5768;5;SSWI000000008866365;B;;;1;False;False;C;;;2;False;False;A;;;2;False;False;2021-11-10;0.5758,0.6369,0.09544,0.07572;"0.6329,0.6345,0.091,0.1124;0.6394,0.6377,0.1337,0.1304";"0.3554,0.6865,0.1492,0.09879;0.5096,0.5537,0.05037,0.04004"
769;5769;5;SSWI000000021929222;B;;;1;False;False;C;;;0;True;False;A;;;1;False;False;2021-11-10;0.0732,0.9348,0.1463,0.1299;;0.4359,0.9446,0.2002,0.1051
770;5770;5;SSWI000000020300731;B;;;2;False;False;C;;;1;False;False;A;;;1;False;False;2021-11-10;"0.4259,0.6839,0.1935,0.2553;0.1092,0.4214,0.1534,0.1805";0.4064,0.6892,0.1697,0.2494;0.5514,0.6794,0.2244,0.2282
771;5771;5;SSWI000000020954568;B;;;4;False;False;C;;;1;False;False;A;;;1;False;False;2021-11-10;"0.6186,0.6992,0.1462,0.09514;0.5869,0.6992,0.1001,0.09258;0.6395,0.6844,0.1017,0.1166;0.6594,0.6945,0.2221,0.1203";0.5111,0.7151,0.1767,0.09941;0.8438,0.6895,0.1265,0.09106
