image_group_id,blank,consol_dict_model_3,consol_dict_model_4,event_final_topk_conf,species,md_count_max,yolo_count_max,md_bbox,yolo_bbox
SSWI000000015060785,False,"{'wolf': [0.758300781, 0.838867188, 0.81640625]}","{'coyote': [0.5240091681480408], 'wolf': [0.75034499168396, 0.9584363698959351]}","{'wolf': 0.99, 'coyote': 0.436674306790034, 'foxgray_foxred': 0.20844623446464539}",wolf,1,1,"{'A': ['0.1155,0.5915,0.231,0.2274'], 'B': ['0.6805,0.5138,0.2916,0.2123'], 'C': ['0.8931,0.495,0.2087,0.1595']}","{'A': [['0.1155894896904386,0.5973011005250879,0.2311789793808772,0.24076704123824563']], 'B': [['0.6789772242398248,0.5102982912382457,0.28409087114421067,0.21875']], 'C': [['0.8955965824764912,0.49005681185736844,0.20880683504701747,0.1519886237147369']]}"
SSWI000000015060791,False,"{'elk': [0.76171875, 0.740722656, 0.733398438]}","{'elk': [0.6423835754394531, 0.5243489742279053], 'wolf': [0.4947543144226074]}","{'elk': 0.9140625, 'wolf': 0.41229526201883954, 'deer': 0.05819322541356087}",elk,1,1,"{'A': ['0.1251,0.4339,0.2429,0.3213'], 'B': ['0.2581,0.3939,0.1935,0.2828'], 'C': ['0.3144,0.3856,0.1559,0.2691']}","{'A': [['0.12952769780956142,0.44921875,0.25905539561912283,0.30752841752350873']], 'B': [['0.254305743881272,0.41619316495298253,0.22079188338166675,0.25']], 'C': [['0.30903763466692985,0.4224964246199124,0.17027697809561407,0.21324572809561407']]}"
SSWI000000015060805,False,"{'coyote': [0.703125], 'wolf': [0.74609375, 0.5078125]}","{'coyote': [0.5838709473609924], 'elk': [0.5975936651229858, 0.5773153305053711]}","{'wolf': 0.8953125, 'coyote': 0.84375, 'elk': 0.49799472093582153}",wolf,1,1,"{'A': ['0.1081,0.5916,0.2163,0.1543'], 'B': ['0.8706,0.4879,0.2484,0.1779'], 'C': ['0.9665,0.4833,0.06492,0.1302']}","{'A': [['0.1079989357152246,0.5894886237147369,0.21511008733130516,0.15411933504701747']], 'B': [['0.8714488299059651,0.4886363530956141,0.25,0.1761363762852631']], 'C': [['0.9651988299059651,0.48046873840517546,0.0696023401880699,0.1924716056661403']]}"
SSWI000000015060809,False,"{'elk': [0.829589844, 0.823242188, 0.825195313]}","{'elk': [0.9869987368583679, 0.9929599165916443, 0.9924601912498474]}","{'elk': 0.9955078128, 'foxgray_foxred': 0.0041589086564878626, 'coyote': 0.002027573452020685}",elk,1,1,"{'A': ['0.1127,0.5711,0.2185,0.5423'], 'B': ['0.1118,0.5706,0.2183,0.5415'], 'C': ['0.1121,0.5723,0.2215,0.5385']}","{'A': [['0.11328125,0.5761718634051755,0.2265625,0.586292603095614']], 'B': [['0.11008522938087718,0.5810546759051755,0.22017045876175437,0.6020951430485966']], 'C': [['0.11008522938087718,0.5779474136677194,0.22017045876175437,0.5969459974294737']]}"
SSWI000000015060876,False,"{'elk': [0.766113281, 0.882324219, 0.884277344]}","{'elk': [0.9976564645767212, 0.9977343082427979, 0.9957348704338074]}","{'elk': 0.99, 'foxgray_foxred': 0.0014608922841337821, 'bear': 0.00024053651335028312}",elk,1,1,"{'A': ['0.1819,0.5516,0.3638,0.5498'], 'B': ['0.223,0.5449,0.446,0.565'], 'C': ['0.231,0.5403,0.462,0.5628']}","{'A': [['0.18794389204957201,0.5454545180485966,0.37411221590085597,0.5681817886677194']], 'B': [['0.2290482891095083,0.5364878924059651,0.4552556692104571,0.5690695348119301']], 'C': [['0.23517399301644878,0.5353337899529825,0.46573150882604997,0.57421875']]}"
SSWI000000015060884,False,"{'elk': [0.81298828125, 0.84326171875, 0.81689453125]}","{'elk': [0.9695608019828796, 0.9820687174797058, 0.9816944003105164]}","{'elk': 0.99, 'foxgray_foxred': 0.01718597176174323, 'deer': 0.002696893255536755}",elk,13,5,"{'A': ['0.4696,0.4021,0.1155,0.1529', '0.8256,0.35,0.1863,0.2102', '0.0973,0.4806,0.1885,0.1906', '0.2605,0.4402,0.1512,0.2131', '0.3343,0.4038,0.1051,0.1355', '0.1729,0.4388,0.1508,0.2018', '0.8932,0.3401,0.073,0.1833', '0.1402,0.4528,0.1752,0.2112', '0.3029,0.4199,0.1699,0.1722', '0.4964,0.3246,0.06604,0.05569', '0.4943,0.3646,0.07595,0.1365', '0.1917,0.4215,0.0912,0.191', '0.0225,0.4415,0.0426,0.1163'], 'B': ['0.3701,0.4184,0.124,0.1596', '0.2399,0.4141,0.151,0.1406', '0.0947,0.4774,0.1813,0.2544', '0.7315,0.3573,0.1118,0.2342', '0.873,0.3406,0.09787,0.1754', '0.0491,0.4923,0.09497,0.1421', '0.0578,0.4642,0.1156,0.2035', '0.0188,0.3978,0.02815,0.08071', '0.0374,0.4557,0.07369,0.1747', '0.0311,0.4889,0.05804,0.1327'], 'C': ['0.3165,0.4336,0.1245,0.1732', '0.1635,0.4206,0.165,0.1534', '0.8828,0.3477,0.07197,0.1431', '0.056,0.48,0.1108,0.2394', '0.7231,0.3605,0.1132,0.2321', '0.492,0.3498,0.05402,0.1107', '0.8765,0.344,0.1091,0.1631']}","{'A': [['0.7940340360971931,0.339044739047807,0.1477272474294738,0.24662643942789467', '0.2824928840242983,0.4438920296434211,0.20348010309561407,0.23650568814263156', '0.11186079123824563,0.46555395619122814,0.22372158247649127,0.22372158247649127', '0.47478691495298253,0.40411931185736844,0.11079541238245631,0.15553979380877184'], ['0.7940340360971931,0.339044739047807,0.1477272474294738,0.24662643942789467', '0.2824928840242983,0.4438920296434211,0.20348010309561407,0.23650568814263156', '0.11186079123824563,0.46555395619122814,0.22372158247649127,0.22372158247649127', '0.47478691495298253,0.40411931185736844,0.11079541238245631,0.15553979380877184'], ['0.7940340360971931,0.339044739047807,0.1477272474294738,0.24662643942789467', '0.2824928840242983,0.4438920296434211,0.20348010309561407,0.23650568814263156', '0.11186079123824563,0.46555395619122814,0.22372158247649127,0.22372158247649127', '0.47478691495298253,0.40411931185736844,0.11079541238245631,0.15553979380877184'], ['0.7940340360971931,0.339044739047807,0.1477272474294738,0.24662643942789467', '0.2824928840242983,0.4438920296434211,0.20348010309561407,0.23650568814263156', '0.11186079123824563,0.46555395619122814,0.22372158247649127,0.22372158247649127', '0.47478691495298253,0.40411931185736844,0.11079541238245631,0.15553979380877184']], 'B': [['0.8792613299059651,0.3375355103095614,0.09943183504701748,0.17151989690438593', '0.7421875,0.36718747681035097,0.08380683504701748,0.21946020619122816', '0.3742897590242983,0.4282670296434211,0.12855114690438593,0.16548293557210533', '0.0981001336025612,0.4683948621199124,0.19477981270084266,0.2485795180485966', '0.2351296143691228,0.41512784407131575,0.16255327126175437,0.15980114690438593'], ['0.8792613299059651,0.3375355103095614,0.09943183504701748,0.17151989690438593', '0.7421875,0.36718747681035097,0.08380683504701748,0.21946020619122816', '0.3742897590242983,0.4282670296434211,0.12855114690438593,0.16548293557210533', '0.0981001336025612,0.4683948621199124,0.19477981270084266,0.2485795180485966', '0.2351296143691228,0.41512784407131575,0.16255327126175437,0.15980114690438593'], ['0.8792613299059651,0.3375355103095614,0.09943183504701748,0.17151989690438593', '0.7421875,0.36718747681035097,0.08380683504701748,0.21946020619122816', '0.3742897590242983,0.4282670296434211,0.12855114690438593,0.16548293557210533', '0.0981001336025612,0.4683948621199124,0.19477981270084266,0.2485795180485966', '0.2351296143691228,0.41512784407131575,0.16255327126175437,0.15980114690438593'], ['0.8792613299059651,0.3375355103095614,0.09943183504701748,0.17151989690438593', '0.7421875,0.36718747681035097,0.08380683504701748,0.21946020619122816', '0.3742897590242983,0.4282670296434211,0.12855114690438593,0.16548293557210533', '0.0981001336025612,0.4683948621199124,0.19477981270084266,0.2485795180485966', '0.2351296143691228,0.41512784407131575,0.16255327126175437,0.15980114690438593'], ['0.8792613299059651,0.3375355103095614,0.09943183504701748,0.17151989690438593', '0.7421875,0.36718747681035097,0.08380683504701748,0.21946020619122816', '0.3742897590242983,0.4282670296434211,0.12855114690438593,0.16548293557210533', '0.0981001336025612,0.4683948621199124,0.19477981270084266,0.2485795180485966', '0.2351296143691228,0.41512784407131575,0.16255327126175437,0.15980114690438593']], 'C': [['0.05672940077390352,0.47691759150078955,0.11345880154780703,0.24715905928684223', '0.1640846895954167,0.4208096443338597,0.16863457700039478,0.1676136237147369', '0.8821022474294737,0.34073153092868425,0.08806816495298252,0.15447443814263156', '0.7279829355721054,0.3710937384051755,0.10653412885578932,0.2173295180485966', '0.3255504155956141,0.4399857796434211,0.123046875,0.1704545180485966'], ['0.05672940077390352,0.47691759150078955,0.11345880154780703,0.24715905928684223', '0.1640846895954167,0.4208096443338597,0.16863457700039478,0.1676136237147369', '0.8821022474294737,0.34073153092868425,0.08806816495298252,0.15447443814263156', '0.7279829355721054,0.3710937384051755,0.10653412885578932,0.2173295180485966', '0.3255504155956141,0.4399857796434211,0.123046875,0.1704545180485966'], ['0.05672940077390352,0.47691759150078955,0.11345880154780703,0.24715905928684223', '0.1640846895954167,0.4208096443338597,0.16863457700039478,0.1676136237147369', '0.8821022474294737,0.34073153092868425,0.08806816495298252,0.15447443814263156', '0.7279829355721054,0.3710937384051755,0.10653412885578932,0.2173295180485966', '0.3255504155956141,0.4399857796434211,0.123046875,0.1704545180485966'], ['0.05672940077390352,0.47691759150078955,0.11345880154780703,0.24715905928684223', '0.1640846895954167,0.4208096443338597,0.16863457700039478,0.1676136237147369', '0.8821022474294737,0.34073153092868425,0.08806816495298252,0.15447443814263156', '0.7279829355721054,0.3710937384051755,0.10653412885578932,0.2173295180485966', '0.3255504155956141,0.4399857796434211,0.123046875,0.1704545180485966'], ['0.05672940077390352,0.47691759150078955,0.11345880154780703,0.24715905928684223', '0.1640846895954167,0.4208096443338597,0.16863457700039478,0.1676136237147369', '0.8821022474294737,0.34073153092868425,0.08806816495298252,0.15447443814263156', '0.7279829355721054,0.3710937384051755,0.10653412885578932,0.2173295180485966', '0.3255504155956141,0.4399857796434211,0.123046875,0.1704545180485966']]}"
SSWI000000015060924,False,"{'elk': [0.872558594, 0.876464844, 0.875976563]}","{'elk': [0.9586934447288513, 0.8255219459533691, 0.7363065481185913]}","{'elk': 0.99, 'cottontail_snowshoehare': 0.016358564607799053, 'bear': 0.015429793857038021}",elk,1,1,"{'A': ['0.8156,0.4003,0.3686,0.3998'], 'B': ['0.7416,0.3957,0.373,0.4525'], 'C': ['0.7324,0.3946,0.381,0.4572']}","{'A': [['0.8132102061912282,0.40047940077390354,0.37215908247649127,0.41495028092868425']], 'B': [['0.7407670412382457,0.3960404671434211,0.39346591752350873,0.46928264304859657']], 'C': [['0.7317116456191228,0.398526264179079,0.39169037885578933,0.4699928840242983']]}"
SSWI000000015060925,False,"{'elk': [0.881347656, 0.7421875, 0.858886719]}","{'elk': [0.97939532995224, 0.9474079012870789, 0.9616621732711792]}","{'elk': 0.99, 'foxgray_foxred': 0.028039952740073204, 'bear': 0.003435147615770499}",elk,1,1,"{'A': ['0.6095,0.4445,0.5217,0.3609'], 'B': ['0.3542,0.4893,0.5027,0.4028'], 'C': ['0.2229,0.505,0.4376,0.4079']}","{'A': [['0.6060901862147369,0.4381214478095614,0.5108309574764912,0.37091618685736844']], 'B': [['0.35529118685736844,0.4879261121199124,0.49964487371473687,0.4026988530956141']], 'C': [['0.22629616266869484,0.5080788215242983,0.4508167571391016,0.42560368685736844']]}"
SSWI000000015060930,False,"{'elk': [0.697753906], 'blank': [0.99, 0.99]}","{'elk': [0.9800532460212708, 0.7793638706207275], 'foxgray_foxred': [0.46304652094841003]}","{'elk': 0.8373046872, 'wolf': 0.04884757101535797, 'raccoon': 0.029806358118851982}",elk,1,1,"{'A': ['0.0463,0.5908,0.09238,0.499'], 'B': [], 'C': []}","{'A': [['0.053977270619122816,0.5829189961442107,0.10795454123824563,0.5443891623824563']], 'B': [], 'C': []}"
SSWI000000015066732,True,"{'foxgray_foxred': [0.433837891], 'blank': [0.99, 0.99]}","{'foxgray_foxred': [0.48590633273124695], 'raccoon': [0.4205377995967865, 0.36462879180908203]}","{'foxgray_foxred': 0.5206054692, 'raccoon': 0.35044816633065545, 'coyote': 0.3378556420405706}",foxgray_foxred,2,1,"{'A': ['0.4163,0.971,0.221,0.05615', '0.4014,0.9436,0.2473,0.1087'], 'B': [], 'C': []}","{'A': [['0.4169033943338597,0.9673295412382457,0.2244317886677194,0.06534091752350873']], 'B': [], 'C': []}"
SSWI000000015073869,False,"{'raccoon': [0.745117188, 0.728027344, 0.695800781]}","{'raccoon': [0.7970758676528931, 0.5810592770576477], 'bear': [0.30654340982437134]}","{'raccoon': 0.8941406256000001, 'deer': 0.2336256206035614, 'cottontail_snowshoehare': 0.15562105923891068}",raccoon,1,1,"{'A': ['0.222,0.5615,0.07537,0.1143'], 'B': ['0.3711,0.428,0.0589,0.07114'], 'C': ['0.4078,0.3853,0.04304,0.07303']}","{'A': [['0.22243429607171056,0.5600142087617543,0.08567115528605267,0.11434658247649127']], 'B': [['0.3740234259051755,0.4261363530956141,0.06161223066614029,0.0738636237147369']], 'C': [['0.40944602061912283,0.38148081121473687,0.046164793808771844,0.072265625']]}"
SSWI000000015074863,False,"{'deer': [0.826660156, 0.848632813, 0.789550781]}","{'deer': [0.8327891230583191, 0.837591826915741, 0.7801006436347961]}","{'deer': 0.99, 'cottontail_snowshoehare': 0.050978840639193855, 'foxgray_foxred': 0.04206829393903415}",deer,1,1,"{'A': ['0.6688,0.5315,0.2338,0.2107'], 'B': ['0.8576,0.5373,0.2844,0.206'], 'C': ['0.9083,0.5332,0.1831,0.2057']}","{'A': [['0.66796875,0.5269886237147369,0.2578125,0.22869316495298253']], 'B': [['0.85546875,0.5330255386677194,0.2890625,0.22869316495298253']], 'C': [['0.9076704587617543,0.5291192886677194,0.18465908247649127,0.23153408247649127']]}"
SSWI000000015074864,False,"{'deer': [0.76171875, 0.802246094, 0.805664063]}","{'deer': [0.5282243490219116, 0.8518813848495483], 'foxgray_foxred': [0.41959747672080994]}","{'deer': 0.9667968756, 'raccoon': 0.15625403573115668, 'coyote': 0.10813386489947638}",deer,3,1,"{'A': ['0.5125,0.5298,0.1895,0.1933'], 'B': ['0.6489,0.5195,0.2258,0.1704', '0.3069,0.5989,0.1791,0.07028', '0.2859,0.5966,0.2467,0.1056'], 'C': ['0.7664,0.5252,0.1262,0.257', '0.7174,0.528,0.2315,0.2466']}","{'A': [['0.5365766855721054,0.5262783943338597,0.16264204123824563,0.22372162885578933']], 'B': [['0.6498579355721054,0.5291192886677194,0.24857954123824563,0.22372158247649127']], 'C': [['0.7693536636677194,0.5202414677860526,0.14026982733543883,0.27130681185736844']]}"
SSWI000000015074868,False,"{'deer': [0.70703125, 0.867675781, 0.544921875]}","{'deer': [0.9005509614944458, 0.9435177445411682, 0.9668251276016235]}","{'deer': 0.99, 'foxgray_foxred': 0.01861066402246555, 'cottontail_snowshoehare': 0.017318033302823704}",deer,2,3,"{'A': ['0.9345,0.5834,0.1284,0.1583'], 'B': ['0.8491,0.6082,0.3017,0.325', '0.782,0.631,0.4358,0.3387'], 'C': ['0.6758,0.589,0.4682,0.2674']}","{'A': [['0.9293323737147369,0.6060014162382457,0.1413352525705262,0.25390625']], 'B': [['0.8465908943338597,0.6107954587617543,0.30539770619122814,0.34090908247649127']], 'C': [['0.5284090824764912,0.5884232912382457,0.19176132990596503,0.22940341752350873', '0.8082386005250879,0.6120383311912282,0.22869311857368446,0.3412641623824563', '0.6764914561912282,0.6164772706191228,0.49502841752350873,0.35085229380877186'], ['0.5284090824764912,0.5884232912382457,0.19176132990596503,0.22940341752350873', '0.8082386005250879,0.6120383311912282,0.22869311857368446,0.3412641623824563', '0.6764914561912282,0.6164772706191228,0.49502841752350873,0.35085229380877186'], ['0.5284090824764912,0.5884232912382457,0.19176132990596503,0.22940341752350873', '0.8082386005250879,0.6120383311912282,0.22869311857368446,0.3412641623824563', '0.6764914561912282,0.6164772706191228,0.49502841752350873,0.35085229380877186']]}"
SSWI000000015074879,False,"{'deer': [0.672363281, 0.632324219, 0.647460938]}","{'deer': [0.8605161905288696, 0.8070023059844971, 0.8378101587295532]}","{'deer': 0.8068359371999999, 'wolf': 0.035423707837859794, 'raccoon': 0.03360655469199022}",deer,1,1,"{'A': ['0.9643,0.5432,0.07041,0.2512'], 'B': ['0.9657,0.5273,0.06851,0.2101'], 'C': ['0.9574,0.5199,0.08328,0.2092']}","{'A': [['0.9623579587617543,0.529119300262544,0.07528408247649127,0.29403405928684223']], 'B': [['0.9609375,0.5202414793808772,0.078125,0.24857954123824563']], 'C': [['0.9552556649529825,0.5198863415007896,0.08948867009403495,0.26278405928684223']]}"
SSWI000000015074887,False,"{'raccoon': [0.708007813], 'blank': [0.99, 0.99]}","{'deer': [0.5441579818725586, 0.6235231757164001, 0.545333206653595]}","{'raccoon': 0.8496093756, 'deer': 0.5196026464303335, 'cottontail_snowshoehare': 0.10637473315000534}",raccoon,1,1,"{'A': [], 'B': [], 'C': ['0.5651,0.584,0.09527,0.05414']}","{'A': [['0.8366477061912282,0.5845170180485966,0.11505674228842135,0.0745738762852631']], 'B': [], 'C': []}"
SSWI000000015074889,False,"{'turkey': [0.548339844], 'blank': [0.99, 0.99]}","{'turkey': [0.8121767044067383], 'coyote': [0.2629620134830475, 0.2876540720462799]}","{'turkey': 0.6768139203389486, 'coyote': 0.23971172670523327, 'bear': 0.1387013743321101}",turkey,3,1,"{'A': ['0.1595,0.6047,0.1738,0.09938', '0.1202,0.6076,0.1204,0.09661'], 'B': [], 'C': ['0.3446,0.605,0.0984,0.1156', '0.3493,0.5924,0.1301,0.1631', '0.3331,0.6181,0.1517,0.1714']}","{'A': [['0.12535510889302634,0.6086647706191228,0.09783380154780703,0.11860795876175437']], 'B': [], 'C': []}"
SSWI000000015074890,False,"{'turkey': [0.758789063, 0.583984375, 0.8359375]}","{'turkey': [0.99055016040802, 0.9354598522186279, 0.9249597787857056]}","{'turkey': 0.99, 'bear': 0.04227602233489355, 'deer': 0.004845566193883618}",turkey,1,2,"{'A': ['0.4984,0.6694,0.2242,0.2698'], 'B': ['0.7811,0.6504,0.1654,0.2633'], 'C': ['0.8384,0.612,0.2755,0.207']}","{'A': [['0.5056817886677194,0.6260653092868422,0.22869316495298253,0.1910511237147369']], 'B': [['0.7764559574764912,0.6466619149529825,0.16583808504701747,0.2038352525705262', '0.8409090360971931,0.5553977061912282,0.04971591752350874,0.07599433504701748'], ['0.7764559574764912,0.6466619149529825,0.16583808504701747,0.2038352525705262', '0.8409090360971931,0.5553977061912282,0.04971591752350874,0.07599433504701748']], 'C': [['0.840198853095614,0.621093726810351,0.2826704587617544,0.21235795876175437']]}"
SSWI000000015074892,False,"{'deer': [0.781738281], 'blank': [0.99, 0.99]}","{'coyote': [0.8090434074401855, 0.8379989266395569, 0.7567135095596313]}","{'deer': 0.9380859371999999, 'coyote': 0.6983324388662975, 'wolf': 0.03621636889874935}",deer,1,1,"{'A': ['0.3134,0.531,0.1902,0.1627'], 'B': [], 'C': []}","{'A': [['0.320490051547807,0.5269886237147369,0.2176846443338597,0.20028408247649127']], 'B': [], 'C': []}"
SSWI000000015074894,False,"{'deer': [0.771484375], 'blank': [0.99, 0.99]}","{'deer': [0.887732982635498], 'raccoon': [0.3276139795780182, 0.2700115144252777]}","{'deer': 0.92578125, 'cottontail_snowshoehare': 0.17684003959099454, 'coyote': 0.09431724747021994}",deer,1,1,"{'A': ['0.9208,0.5446,0.1582,0.2259'], 'B': [], 'C': []}","{'A': [['0.9161931649529825,0.5493607680485966,0.16761367009403497,0.24857954123824563']], 'B': [], 'C': []}"
SSWI000000015074942,False,"{'deer': [0.825195313], 'blank': [0.99, 0.99]}","{'deer': [0.8910320401191711], 'raccoon': [0.6193406581878662, 0.5862732529640198]}","{'deer': 0.9902343756, 'foxgray_foxred': 0.11910402526458105, 'coyote': 0.03887243879338106}",deer,1,1,"{'A': ['0.3767,0.6288,0.2912,0.2362'], 'B': [], 'C': []}","{'A': [['0.381036926547807,0.6415127693338597,0.2926136469043859,0.2681107912382456']], 'B': [], 'C': []}"
SSWI000000015074946,True,"{'blank': [0.99, 0.99, 0.99]}","{'coyote': [0.6210156083106995, 0.41721275448799133, 0.6265096068382263]}","{'blank': 0.99, 'coyote': 0.5220913390318553, 'bear': 0.159677192568779}",coyote,0,0,"{'A': [], 'B': [], 'C': []}","{'A': [], 'B': [], 'C': []}"
SSWI000000015074948,False,"{'blank': [0.99, 0.99, 0.99]}","{'coyote': [0.4337802827358246, 0.560782790184021, 0.5502985119819641]}","{'blank': 0.99, 'coyote': 0.4673189918200175, 'deer': 0.27031533420085907}",blank,1,0,"{'A': ['0.7339,0.5973,0.0736,0.0501'], 'B': [], 'C': []}","{'A': [], 'B': [], 'C': []}"
SSWI000000015074951,False,"{'deer': [0.610839844, 0.503417969, 0.814453125]}","{'raccoon': [0.27523666620254517], 'cottontail_snowshoehare': [0.278156578540802], 'coyote': [0.47473567724227905]}","{'deer': 0.97734375, 'coyote': 0.3956130643685659, 'cottontail_snowshoehare': 0.23179714878400168}",deer,2,1,"{'A': ['0.5052,0.5116,0.1922,0.1354'], 'B': ['0.7499,0.4863,0.08887,0.1761', '0.6825,0.4891,0.2229,0.1732'], 'C': ['0.7834,0.5068,0.1606,0.159', '0.7277,0.506,0.2814,0.1545']}","{'A': [['0.5227272706191228,0.5021306649529825,0.18892045876175437,0.1633522474294738']], 'B': [['0.7464488299059651,0.4794033943338597,0.11505683504701748,0.19389204123824563']], 'C': [['0.7826704123824563,0.5049715824764912,0.18607949485894756,0.1796875']]}"
SSWI000000015074952,False,"{'deer': [0.681640625], 'blank': [0.99, 0.99]}","{'cottontail_snowshoehare': [0.294267475605011, 0.43473443388938904, 0.3705197274684906]}","{'deer': 0.81796875, 'cottontail_snowshoehare': 0.3622786949078242, 'foxgray_foxred': 0.14996255437533063}",deer,2,1,"{'A': ['0.7537,0.4989,0.09339,0.1361', '0.6994,0.4976,0.2089,0.1414'], 'B': [], 'C': []}","{'A': [['0.7450283711442107,0.49183237371473687,0.11647724742947378,0.15269882990596503']], 'B': [], 'C': []}"
SSWI000000015074954,False,"{'deer': [0.673828125, 0.833496094, 0.82421875]}","{'deer': [0.5872135758399963, 0.7918815612792969, 0.7636679410934448]}","{'deer': 0.99, 'raccoon': 0.14343933512767157, 'foxgray_foxred': 0.07808865358432135}",deer,2,1,"{'A': ['0.7443,0.5003,0.0687,0.1193', '0.68,0.5058,0.2065,0.1412'], 'B': ['0.7996,0.5095,0.1412,0.2018'], 'C': ['0.8269,0.5121,0.1406,0.2171']}","{'A': [['0.7414772474294737,0.48934655928684223,0.10369316495298252,0.1363636237147369']], 'B': [['0.8032670180485966,0.5067471443338597,0.1619317886677194,0.21946020619122816']], 'C': [['0.8259942886677194,0.5092329355721054,0.16903408247649127,0.22727270619122816']]}"
SSWI000000015074956,False,"{'blank': [0.99, 0.99, 0.99]}","{'raccoon': [0.4294518232345581, 0.40215784311294556, 0.3605777621269226]}","{'blank': 0.99, 'raccoon': 0.3578765193621318, 'deer': 0.20972934861977896}",blank,0,0,"{'A': [], 'B': [], 'C': []}","{'A': [], 'B': [], 'C': []}"
SSWI000000015074960,False,"{'coyote': [0.52734375], 'deer': [0.775878906, 0.647460938]}","{'coyote': [0.31453314423561096], 'deer': [0.7135347127914429, 0.8973432779312134]}","{'deer': 0.9310546872, 'coyote': 0.6328125, 'wolf': 0.2588425825039546}",deer,1,1,"{'A': ['0.1206,0.6826,0.24,0.3392'], 'B': ['0.2091,0.6514,0.417,0.697'], 'C': ['0.2184,0.6546,0.4321,0.6888']}","{'A': [['0.12002840592868422,0.723011353095614,0.24005681185736844,0.39772729380877186']], 'B': [['0.2120028240521266,0.6543856333816668,0.42045451170767695,0.689808228095614']], 'C': [['0.21484374157563532,0.6594460090242983,0.4261363467546944,0.675426146904386']]}"
SSWI000000015074967,False,"{'deer': [0.7578125, 0.831542969, 0.828125]}","{'deer': [0.577576756477356, 0.9445879459381104, 0.5833960175514221]}","{'deer': 0.9978515628, 'coyote': 0.18901556730270386, 'foxgray_foxred': 0.1084976022442182}",deer,2,1,"{'A': ['0.7538,0.505,0.09905,0.138', '0.7016,0.5111,0.2055,0.1503'], 'B': ['0.8885,0.4848,0.165,0.2309'], 'C': ['0.9248,0.5169,0.1486,0.1916']}","{'A': [['0.7615411868573685,0.49857951804859657,0.1175426262852631,0.1683238762852631']], 'B': [['0.8877840824764912,0.4928977177860527,0.18892050514105244,0.2613636469043859']], 'C': [['0.9204545412382457,0.5209517087617543,0.15909091752350873,0.21590908247649127']]}"
SSWI000000015074968,False,"{'deer': [0.573730469, 0.478271484, 0.487304688]}","{'deer': [0.8417612314224243, 0.5114749073982239, 0.4263981580734253]}","{'deer': 0.7014676928520203, 'coyote': 0.14224150528510413, 'cottontail_snowshoehare': 0.08969827244679134}",deer,1,1,"{'A': ['0.5469,0.505,0.1284,0.1168'], 'B': ['0.7303,0.4811,0.05411,0.1393'], 'C': ['0.7324,0.4922,0.05274,0.1753']}","{'A': [['0.5447442886677194,0.5042613299059651,0.1640625,0.15340908247649127']], 'B': [['0.7352627693338597,0.4758522590242983,0.07208803866771941,0.1747158943338597']], 'C': [['0.7350852061912282,0.47372158247649127,0.07244316495298252,0.16974433504701747']]}"
SSWI000000015074973,False,"{'deer': [0.87109375, 0.327636719], 'blank': [0.99]}","{'deer': [0.8791003823280334, 0.5411210656166077, 0.46536505222320557]}","{'deer': 0.99, 'coyote': 0.0987916129330794, 'foxgray_foxred': 0.025383145548403263}",deer,3,1,"{'A': ['0.8292,0.5175,0.1406,0.1966'], 'B': [], 'C': ['0.3768,0.5082,0.1359,0.1051', '0.41,0.5032,0.2046,0.1255', '0.3725,0.5036,0.1002,0.08336']}","{'A': [['0.8316761005250879,0.5113636237147369,0.1619317886677194,0.20596591752350873']], 'B': [], 'C': [['0.3688742802860527,0.5049715824764912,0.1493252693338597,0.12428974742947378']]}"
SSWI000000015074980,False,"{'deer': [0.732910156, 0.803222656, 0.83984375]}","{'deer': [0.8658958077430725, 0.8806419968605042, 0.960506796836853]}","{'deer': 0.99, 'coyote': 0.06572615976134936, 'raccoon': 0.01851851275811593}",deer,2,1,"{'A': ['0.7624,0.5086,0.1132,0.1665', '0.7104,0.5123,0.224,0.1695'], 'B': ['0.8209,0.4927,0.2006,0.2022'], 'C': ['0.8407,0.4893,0.1414,0.2306']}","{'A': [['0.7599431417633334,0.4946732912382456,0.14346587114421067,0.17400566495298253']], 'B': [['0.822620728095614,0.49183237371473687,0.2183948737147369,0.21590908247649127']], 'C': [['0.840198853095614,0.4854403208816667,0.16335229380877184,0.24644885309561407']]}"
SSWI000000015074982,False,"{'deer': [0.821289063, 0.333496094], 'blank': [0.99]}","{'deer': [0.8488859534263611, 0.49667486548423767], 'raccoon': [0.3499441146850586]}","{'deer': 0.9855468756, 'cottontail_snowshoehare': 0.06932937850554785, 'foxgray_foxred': 0.04645884968340397}",deer,1,1,"{'A': ['0.884,0.5973,0.2296,0.3562'], 'B': ['0.9657,0.5946,0.0667,0.2392'], 'C': []}","{'A': [['0.8817471443338597,0.5893110605721054,0.23650571133228057,0.3568892087617544']], 'B': [['0.9612925799059651,0.6012073505250879,0.0774148401880699,0.31605112371473687']], 'C': []}"
