model_output_id,model_id,image_group_id,image_id_1,image_id_1_species_name,image_id_1_conf,image_id_1_count,image_id_1_blank,image_id_1_detectable,image_id_1_bbox,image_id_2,image_id_2_species_name,image_id_2_conf,image_id_2_count,image_id_2_blank,image_id_2_detectable,image_id_2_bbox,image_id_3,image_id_3_species_name,image_id_3_conf,image_id_3_count,image_id_3_blank,image_id_3_detectable,image_id_3_bbox,load_date 
34,1,SSWI000000018720931,B,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
35,1,SSWI000000019326950,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
36,1,SSWI000000020366153,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
37,1,SSWI000000021013081,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
38,1,SSWI000000007972320,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
39,1,SSWI000000019826635,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
40,1,SSWI000000010724156,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
41,1,SSWI000000019326586,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
42,1,2017384,B,,,0,FALSE,FALSE,,A,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
43,1,SSWI000000006823389,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
44,1,2046820,C,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
45,1,SSWI000000020143755,C,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
46,1,SSWI000000020365429,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
47,1,2968357,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
48,1,SSWI000000017356170,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
49,1,2031408,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
50,1,SSWI000000020467760,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
51,1,SSWI000000013871548,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
52,1,SSWI000000021871927,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
53,1,SSWI000000020300030,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
54,1,SSWI000000021871757,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
55,1,SSWI000000015074887,A,,,0,FALSE,FALSE,,C,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,11/10/21
56,1,SSWI000000017034679,A,,,0,FALSE,FALSE,,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
57,1,SSWI000000023457310,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
58,1,2955029,A,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
59,1,SSWI000000020506895,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
60,1,SSWI000000018237159,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
61,1,SSWI000000018039882,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
62,1,SSWI000000019122331,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
63,1,SSWI000000020364828,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
64,1,SSWI000000020364835,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
65,1,SSWI000000014730207,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
66,1,SSWI000000020365903,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
67,1,3044861,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
68,1,SSWI000000009432765,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
69,1,2051431,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
70,1,SSWI000000017182594,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
71,1,SSWI000000020481080,C,,,0,FALSE,FALSE,,A,,,0,TRUE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
72,1,SSWI000000011440297,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
73,1,SSWI000000006489319,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
74,1,SSWI000000021798447,C,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
75,1,SSWI000000020162904,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
76,1,2035148,C,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,11/10/21
77,1,SSWI000000018992230,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
78,1,SSWI000000021774280,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
79,1,SSWI000000019326822,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
80,1,SSWI000000011771401,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
81,1,SSWI000000005175003,C,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
82,1,SSWI000000015589155,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
83,1,SSWI000000019632734,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
84,1,SSWI000000016819280,C,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,TRUE,FALSE,,11/10/21
85,1,2030855,C,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,11/10/21
86,1,2967208,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
87,1,2039621,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
88,1,SSWI000000019326573,C,,,0,FALSE,FALSE,,A,,,0,TRUE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
89,1,SSWI000000011962425,C,,,0,FALSE,FALSE,,A,,,0,TRUE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
90,1,SSWI000000020366138,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
91,1,SSWI000000013446156,C,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,TRUE,FALSE,,11/10/21
92,1,SSWI000000023457309,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
93,1,SSWI000000020364999,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
94,1,SSWI000000012445491,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
95,1,3023517,A,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,11/10/21
96,1,SSWI000000022174815,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
97,1,3031832,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
98,1,SSWI000000020299958,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
99,1,SSWI000000016452673,C,,,0,TRUE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
100,1,SSWI000000017386944,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
101,1,SSWI000000020398107,C,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,TRUE,FALSE,,11/10/21
102,1,SSWI000000018313347,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
103,1,SSWI000000016913715,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
104,1,SSWI000000013550296,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
105,1,SSWI000000021333358,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
106,1,3023897,A,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
107,1,SSWI000000008485941,A,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
108,1,SSWI000000020299984,B,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
109,1,SSWI000000017062627,B,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
110,1,2027848,C,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
111,1,SSWI000000019682317,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
112,1,SSWI000000017432803,B,,,0,FALSE,FALSE,,C,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
113,1,SSWI000000010891278,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
114,1,SSWI000000016654800,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
115,1,SSWI000000020365338,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
116,1,SSWI000000016739008,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
117,1,SSWI000000020301953,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
118,1,SSWI000000010724143,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
119,1,SSWI000000020365599,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
120,1,SSWI000000015519886,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
121,1,SSWI000000021189178,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
122,1,SSWI000000019158866,C,,,0,FALSE,FALSE,,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
123,1,SSWI000000007147330,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
124,1,SSWI000000009518903,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
125,1,SSWI000000023457297,B,,,0,FALSE,FALSE,,C,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
126,1,SSWI000000021239279,A,,,0,FALSE,FALSE,,C,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,11/10/21
127,1,2046714,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
128,1,SSWI000000020365750,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
129,1,SSWI000000016760240,A,,,0,FALSE,FALSE,,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
130,1,2982605,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
131,1,SSWI000000020300321,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
132,1,SSWI000000015508841,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
133,1,SSWI000000019046341,C,,,0,TRUE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
134,1,SSWI000000021125742,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
135,1,2993507,C,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
136,1,SSWI000000006317506,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
137,1,SSWI000000020299056,A,,,0,FALSE,FALSE,,C,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,11/10/21
138,1,SSWI000000023002499,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
139,1,SSWI000000020162423,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
140,1,SSWI000000007234793,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
141,1,SSWI000000013380658,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
142,1,SSWI000000018625721,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
143,1,SSWI000000020364742,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
144,1,SSWI000000020504724,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
145,1,SSWI000000020364578,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
146,1,SSWI000000020163513,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
147,1,SSWI000000020365585,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
148,1,2987470,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
149,1,SSWI000000019065025,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
150,1,SSWI000000018771088,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
151,1,SSWI000000017531399,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
152,1,SSWI000000011171809,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
153,1,SSWI000000016467505,C,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
154,1,SSWI000000009518996,C,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
155,1,3016569,C,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,11/10/21
156,1,SSWI000000020302006,A,,,0,FALSE,FALSE,,B,,,0,TRUE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
157,1,SSWI000000017296337,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
158,1,SSWI000000020366072,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
159,1,SSWI000000020297665,B,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
160,1,SSWI000000013607335,B,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
161,1,SSWI000000016859650,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
162,1,SSWI000000009759896,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
163,1,SSWI000000020481128,B,,,0,FALSE,FALSE,,A,,,0,TRUE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
164,1,2033028,A,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
165,1,2021226,C,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
166,1,SSWI000000017438288,B,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
167,1,SSWI000000004585392,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
168,1,SSWI000000020163671,C,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
169,1,2030902,C,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,A,,,0,TRUE,FALSE,,11/10/21
170,1,SSWI000000019326587,B,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
171,1,SSWI000000019828154,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
172,1,SSWI000000020210468,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
173,1,SSWI000000023455588,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
174,1,SSWI000000016535592,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
175,1,SSWI000000017053543,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
176,1,SSWI000000023366527,A,,,0,FALSE,FALSE,,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
177,1,SSWI000000018313377,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
178,1,2011083,A,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,11/10/21
179,1,SSWI000000020365760,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
180,1,2020542,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
181,1,SSWI000000017531558,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
182,1,SSWI000000020994471,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
183,1,SSWI000000012670911,C,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,A,,,0,FALSE,FALSE,,11/10/21
184,1,SSWI000000020366241,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
185,1,SSWI000000006348716,A,,,0,FALSE,FALSE,,C,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,11/10/21
186,1,SSWI000000009432461,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
187,1,SSWI000000016454759,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
188,1,4978735,A,,,0,TRUE,FALSE,,C,,,0,TRUE,FALSE,,B,,,0,TRUE,FALSE,,11/10/21
189,1,SSWI000000018314970,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
190,1,SSWI000000020162623,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
191,1,SSWI000000013355833,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
192,1,SSWI000000012444637,B,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,C,,,0,FALSE,FALSE,,11/10/21
193,1,SSWI000000018264759,C,,,0,FALSE,FALSE,,A,,,0,FALSE,FALSE,,B,,,0,FALSE,FALSE,,11/10/21
